"IDpol","Year","Damage","Fire","Other","Theft","TPL","Windscreen"
"90167709.100a",2003,0,0,0,0,0,0
"90167709.100b",2003,0,0,0,0,0,0
"90167710.101a",2003,0,0,0,0,0,0
"90167713.100a",2003,0,0,0,0,0,0
"90167714.101a",2003,0,0,0,0,0,0
"90167714.101b",2003,0,0,0,0,0,0
"90167714.101c",2003,0,0,0,0,0,0
"90167718.100a",2003,0,0,0,0,0,0
"90167720.100b",2003,0,0,0,0,0,0
"90167720.100c",2003,0,0,0,0,0,0
"90167728.100a",2003,0,0,0,0,0,0
"90167728.100b",2003,0,0,0,0,0,0
"90167728.100c",2003,0,0,0,0,0,0
"90167731.100a",2003,0,0,0,0,0,0
"90167732.100a",2003,0,0,0,0,0,0
"90167735.100a",2003,0,0,0,0,0,0
"90167735.100b",2003,0,0,0,0,0,0
"90167736.100a",2003,0,0,0,0,0,0
"90167736.100b",2003,0,0,0,0,0,0
"90167736.101a",2003,0,0,0,0,0,0
"90167736.101b",2003,0,0,0,0,0,0
"90167741.100a",2003,0,0,0,0,0,0
"90167741.100b",2003,0,0,0,0,0,0
"90167743.101a",2003,0,0,0,0,0,0
"90167743.101b",2003,0,0,0,0,0,0
"90167743.101c",2003,0,0,0,0,0,0
"90167744.100a",2003,0,0,0,0,0,0
"90167745.100a",2003,0,0,0,0,0,0
"90167745.100b",2003,0,0,0,0,0,0
"90167745.100c",2003,0,0,0,0,0,0
"90167745.100e",2003,0,0,0,0,0,0
"90167745.100f",2003,0,0,0,0,0,0
"90167747.100a",2003,0,0,0,0,0,0
"90167747.100b",2003,0,0,0,0,0,0
"90167747.100c",2003,0,0,0,0,0,0
"90167747.100d",2003,0,0,0,0,0,0
"90167750.101a",2003,0,0,0,0,0,0
"90167752.101a",2003,0,0,0,0,0,0
"90167752.101c",2003,0,0,0,0,0,0
"90167753.100b",2003,0,0,0,0,0,0
"90167754.101a",2003,0,0,0,0,0,0
"90167756.100a",2003,0,0,0,0,0,0
"90167756.100b",2003,0,0,0,0,0,0
"90167758.100a",2003,0,0,0,0,0,0
"90167758.100b",2003,0,0,0,0,0,0
"90167759.100a",2003,0,0,0,0,0,0
"90167762.101a",2003,0,0,0,0,0,0
"90167770.100a",2003,0,0,0,0,0,0
"90167771.100a",2003,0,0,0,0,0,0
"90167771.100b",2003,0,0,0,0,0,0
"90167772.100a",2003,0,0,0,0,0,0
"90167772.100b",2003,0,0,0,0,0,0
"90167776.100a",2003,0,0,0,0,0,0
"90167778.100a",2003,0,0,0,0,0,0
"90167781.100a",2003,0,0,0,0,0,0
"90167781.100b",2003,0,0,0,0,0,0
"90167783.100a",2003,0,0,0,0,0,0
"90167784.101a",2003,0,0,0,0,0,0
"90167784.101b",2003,0,0,0,0,0,0
"90167787.101a",2003,0,0,0,0,0,0
"90167787.101b",2003,0,0,0,0,0,0
"90167788.100a",2003,0,0,0,0,0,0
"90167788.101a",2003,0,0,0,0,0,0
"90167788.101b",2003,0,0,0,0,0,0
"90167791.100a",2003,0,0,0,0,0,0
"90167794.100a",2003,0,0,0,0,0,0
"90167794.100b",2003,0,0,0,0,0,0
"90167794.100c",2003,0,0,0,0,0,0
"90167796.100a",2003,0,0,0,0,0,0
"90167797.100a",2003,0,0,0,0,0,0
"90167801.100a",2003,0,0,0,0,0,0
"90167802.100a",2003,0,0,0,0,0,0
"90167802.100b",2003,0,0,0,0,0,0
"90167804.100a",2003,0,0,0,0,0,0
"90167804.101a",2003,0,0,0,0,0,0
"90167804.101c",2003,0,0,0,0,0,0
"90167809.100a",2003,0,0,0,0,0,0
"90167810.100a",2003,0,0,0,0,0,0
"90167810.100b",2003,0,0,0,0,0,0
"90167811.100a",2003,0,0,0,0,0,0
"90167811.100b",2003,0,0,0,0,0,0
"90167811.100c",2003,0,0,0,0,0,0
"90167815.100a",2003,0,0,0,0,0,0
"90167816.101a",2003,0,0,0,0,0,0
"90167817.100a",2003,0,0,0,0,0,0
"90167818.100a",2003,0,0,0,0,0,0
"90167818.100b",2003,0,0,0,0,0,0
"90167819.100a",2003,0,0,0,0,0,0
"90167823.100a",2003,0,0,0,0,0,0
"90167823.100b",2003,0,0,0,0,0,0
"90167824.100a",2003,0,0,0,0,0,0
"90167829.100a",2003,0,0,0,0,0,0
"90167832.100a",2003,0,0,0,0,0,0
"90167832.101a",2003,0,0,0,0,0,0
"90167832.101b",2003,0,0,0,0,0,0
"90167832.101c",2003,0,0,0,0,0,0
"90167833.100a",2003,0,0,0,0,0,0
"90167833.100b",2003,0,0,0,0,0,0
"90167834.100a",2003,0,0,0,0,0,0
"90167834.100b",2003,0,0,0,0,0,0
"90167841.101a",2003,0,0,0,0,0,0
"90167841.101b",2003,0,0,0,0,0,0
"90167842.100a",2003,0,0,0,0,0,0
"90167842.100b",2003,0,0,0,0,0,0
"90167846.100a",2003,0,0,0,0,0,0
"90167847.101a",2003,0,0,0,0,0,0
"90167847.101b",2003,0,0,0,0,0,0
"90167848.100a",2003,0,0,0,0,0,0
"90167852.100a",2003,0,0,0,0,0,0
"90167852.100b",2003,0,0,0,0,0,0
"90167852.100c",2003,0,0,0,0,0,0
"90167854.100a",2003,0,0,0,0,0,0
"90167854.100b",2003,0,0,0,0,0,0
"90167854.100c",2003,0,0,0,0,0,0
"90167855.100a",2003,0,0,0,0,0,0
"90167855.100b",2003,0,0,0,0,0,0
"90167855.100c",2003,0,0,0,0,0,0
"90167857.100a",2003,0,0,0,0,0,0
"90167857.100b",2003,0,0,0,0,0,0
"90167857.100c",2003,0,0,0,0,0,0
"90167861.101a",2003,0,0,0,0,0,0
"90167862.100a",2003,0,0,0,0,0,0
"90167863.100a",2003,0,0,0,0,0,0
"90167863.100b",2003,0,0,0,0,0,0
"90167863.100c",2003,0,0,0,0,0,0
"90167880.100a",2003,0,0,0,0,0,0
"90167880.102a",2003,0,0,0,0,0,0
"90167882.100a",2003,0,0,0,0,0,0
"90167882.100b",2003,0,0,0,0,0,0
"90167885.100b",2003,0,0,0,0,0,0
"90167885.102a",2003,0,0,0,0,0,0
"90167885.102b",2003,0,0,0,0,0,0
"90167885.102c",2003,0,0,0,0,0,0
"90167885.102d",2003,0,0,0,0,0,0
"90167885.104a",2003,0,0,0,0,0,0
"90167886.100a",2003,0,0,0,0,0,0
"90167888.102a",2003,0,0,0,0,0,0
"90167888.102b",2003,0,0,0,0,0,0
"90167888.102c",2003,0,0,0,0,0,0
"90167889.100a",2003,0,0,0,0,0,0
"90167892.100a",2003,0,0,0,0,0,0
"90167894.100a",2003,0,0,0,0,0,0
"90167899.100a",2003,0,0,0,0,0,0
"90167903.100a",2003,0,0,0,0,0,0
"90167906.100a",2003,0,0,0,0,0,0
"90167906.100b",2003,0,0,0,0,0,0
"90167906.100c",2003,0,0,0,0,0,0
"90167907.101a",2003,0,0,0,0,0,0
"90167910.100a",2003,0,0,0,0,0,0
"90167918.100a",2003,0,0,0,0,0,0
"90167919.100a",2003,0,0,0,0,0,0
"90167921.100a",2003,0,0,0,0,0,0
"90167921.100b",2003,0,0,0,0,0,0
"90167925.101a",2003,0,0,0,0,0,0
"90167925.101b",2003,0,0,0,0,0,0
"90167925.101c",2003,0,0,0,0,0,0
"90167927.100a",2003,0,0,0,0,0,0
"90167927.100b",2003,0,0,0,0,0,0
"90167932.100a",2003,0,0,0,0,0,0
"90167932.100b",2003,0,0,0,0,0,0
"90167932.100c",2003,0,0,0,0,0,0
"90167933.100b",2003,0,0,0,0,0,0
"90167946.102a",2003,0,0,0,0,0,0
"90167947.100a",2003,0,0,0,0,0,0
"90167961.100a",2003,0,0,0,0,0,0
"90167961.100b",2003,0,0,0,0,0,0
"90167962.100a",2003,0,0,0,0,0,0
"90167962.100b",2003,0,0,0,0,0,0
"90167973.100a",2003,0,0,0,0,0,0
"90167973.100b",2003,0,0,0,0,0,0
"90167973.100c",2003,0,0,0,0,0,0
"90167989.100a",2003,0,0,0,0,0,0
"90168000.100a",2003,0,0,0,0,0,0
"90168011.101a",2003,0,0,0,0,0,0
"90168011.101b",2003,0,0,0,0,0,0
"90168026.100a",2003,0,0,0,0,0,0
"90168026.100c",2003,0,0,0,0,0,0
"90168039.100b",2003,0,0,0,0,0,0
"90168050.100a",2003,0,0,0,0,0,0
"90168055.100a",2003,0,0,0,0,0,0
"90168064.100a",2003,0,0,0,0,0,0
"90168072.100a",2003,0,0,0,0,0,0
"90168072.100b",2003,0,0,0,0,0,0
"90168072.100c",2003,0,0,0,0,0,0
"90168078.100a",2003,0,0,0,0,0,0
"90168078.100b",2003,0,0,0,0,0,0
"90168087.100a",2003,0,0,0,0,0,0
"90168088.100a",2003,0,0,0,0,0,0
"90168095.100a",2003,0,0,0,0,0,0
"90168096.100a",2003,0,0,0,0,0,0
"90168098.102a",2003,0,0,0,0,0,0
"90168099.100a",2003,0,0,0,0,0,0
"90168099.101a",2003,0,0,0,0,0,0
"90168100.100a",2003,0,0,0,0,0,0
"90168100.100b",2003,0,0,0,0,0,0
"90168100.100c",2003,0,0,0,0,0,0
"90168138.100a",2003,0,0,0,0,0,0
"90168151.100a",2003,0,0,0,0,0,0
"90168151.100b",2003,0,0,0,0,0,0
"90168151.100c",2003,0,0,0,0,0,0
"90168154.100a",2003,0,0,0,0,0,0
"90168154.100b",2003,0,0,0,0,0,0
"90168155.100a",2003,0,0,0,0,0,0
"90168156.100a",2003,0,0,0,0,0,0
"90168156.100b",2003,0,0,0,0,0,0
"90168158.100a",2003,0,0,0,0,0,0
"90168172.100a",2003,0,0,0,0,0,0
"90168176.100a",2003,0,0,0,0,0,0
"90168190.100a",2003,0,0,0,0,0,0
"90168190.100b",2003,0,0,0,0,0,0
"90168190.100c",2003,0,0,0,0,0,0
"90168193.100a",2003,0,0,0,0,0,0
"90168193.100b",2003,0,0,0,0,0,0
"90168194.100a",2003,0,0,0,0,0,0
"90168195.100a",2003,0,0,0,0,0,0
"90168197.100a",2003,0,0,0,0,0,0
"90168198.101a",2003,0,0,0,0,0,0
"90168198.101b",2003,0,0,0,0,0,0
"90168221.100a",2003,0,0,0,0,0,0
"90168225.100a",2003,0,0,0,0,0,0
"90168230.100a",2003,0,0,0,0,0,0
"90168230.100b",2003,0,0,0,0,0,0
"90168230.100c",2003,0,0,0,0,0,0
"90168237.100a",2003,0,0,0,0,0,0
"90168243.100a",2003,0,0,0,0,0,0
"90168243.100b",2003,0,0,0,0,0,0
"90168243.100c",2003,0,0,0,0,0,0
"90168246.100a",2003,0,0,0,0,0,0
"90168253.100a",2003,0,0,0,0,0,0
"90168258.100a",2003,0,0,0,0,0,0
"90168262.100a",2003,0,0,0,0,0,0
"90168272.100a",2003,0,0,0,0,0,0
"90168279.100a",2003,0,0,0,0,0,0
"90168284.100a",2003,0,0,0,0,0,0
"90168286.100a",2003,0,0,0,0,0,0
"90168287.100b",2003,0,0,0,0,0,0
"90168287.100c",2003,0,0,0,0,0,0
"90168289.101a",2003,0,0,0,0,0,0
"90168295.100a",2003,0,0,0,0,0,0
"90168303.100b",2003,0,0,0,0,0,0
"90168304.100a",2003,0,0,0,0,0,0
"90168305.102a",2003,0,0,0,0,0,0
"90168328.101a",2003,0,0,0,0,0,0
"90168336.100b",2003,0,0,0,0,0,0
"90168351.100a",2003,0,0,0,0,0,0
"90168355.100a",2003,0,0,0,0,0,0
"90168362.100a",2003,0,0,0,0,0,0
"90168362.100b",2003,0,0,0,0,0,0
"90168362.100c",2003,0,0,0,0,0,0
"90168363.100a",2003,0,0,0,0,0,0
"90168363.101b",2003,0,0,0,0,0,0
"90168364.100a",2003,0,0,0,0,0,0
"90168365.100a",2003,0,0,0,0,0,0
"90168369.100a",2003,0,0,0,0,0,0
"90168369.100b",2003,0,0,0,0,0,0
"90168369.100c",2003,0,0,0,0,0,0
"90168369.100d",2003,0,0,0,0,0,0
"90168405.100a",2003,0,0,0,0,0,0
"90168405.100b",2003,0,0,0,0,0,0
"90168405.101a",2003,0,0,0,0,0,0
"90168406.100a",2003,0,0,0,0,0,0
"90168411.100a",2003,0,0,0,0,0,0
"90168411.101a",2003,0,0,0,0,0,0
"90168411.102a",2003,0,0,0,0,0,0
"90168420.100a",2003,0,0,0,0,0,0
"90168424.100a",2003,0,0,0,0,0,0
"90168425.100a",2003,0,0,0,0,0,0
"90168436.100a",2003,0,0,0,0,0,0
"90168450.100a",2003,0,0,0,0,0,0
"90168450.100b",2003,0,0,0,0,0,0
"90168462.100a",2003,0,0,0,0,0,0
"90168462.100b",2003,0,0,0,0,0,0
"90168485.100a",2003,0,0,0,0,0,0
"90168487.100a",2003,0,0,0,0,0,0
"90168487.100b",2003,0,0,0,0,0,0
"90168490.100a",2003,0,0,0,0,0,0
"90168490.100b",2003,0,0,0,0,0,0
"90168490.101b",2003,0,0,0,0,0,0
"90168491.101a",2003,0,0,0,0,0,0
"90168497.100a",2003,0,0,0,0,0,0
"90168497.100c",2003,0,0,0,0,0,0
"90168498.100a",2003,0,0,0,0,0,0
"90168506.100a",2003,0,0,0,0,0,0
"90168506.100b",2003,0,0,0,0,0,0
"90168511.100a",2003,0,0,0,0,0,0
"90168529.100a",2003,0,0,0,0,0,0
"90168535.101a",2003,0,0,0,0,0,0
"90168536.100a",2003,0,0,0,0,0,0
"90168537.100a",2003,0,0,0,0,0,0
"90168537.100b",2003,0,0,0,0,0,0
"90168538.100a",2003,0,0,0,0,0,0
"90168546.100a",2003,0,0,0,0,0,0
"90168547.100a",2003,0,0,0,0,0,0
"90168565.100a",2003,0,0,0,0,0,0
"90168582.100a",2003,0,0,0,0,0,0
"90168582.100b",2003,0,0,0,0,0,0
"90168582.100c",2003,0,0,0,0,0,0
"90168582.100d",2003,0,0,0,0,0,0
"90168591.100a",2003,0,0,0,0,0,0
"90168595.100a",2003,0,0,0,0,0,0
"90168595.100b",2003,0,0,0,0,0,0
"90168596.100a",2003,0,0,0,0,0,0
"90168596.100b",2003,0,0,0,0,0,0
"90168596.100c",2003,0,0,0,0,0,0
"90168614.100a",2003,0,0,0,0,0,0
"90168614.100b",2003,0,0,0,0,0,0
"90168623.100a",2003,0,0,0,0,0,0
"90168623.100b",2003,0,0,0,0,0,0
"90168627.100a",2003,0,0,0,0,0,0
"90168627.100b",2003,0,0,0,0,0,0
"90168642.100b",2003,0,0,0,0,0,0
"90168645.100a",2003,0,0,0,0,0,0
"90168645.100b",2003,0,0,0,0,0,0
"90168645.101a",2003,0,0,0,0,0,0
"90168655.101a",2003,0,0,0,0,0,0
"90168656.101a",2003,0,0,0,0,0,0
"90168656.101b",2003,0,0,0,0,0,0
"90168657.100a",2003,0,0,0,0,0,0
"90168668.100a",2003,0,0,0,0,0,0
"90168669.100a",2003,0,0,0,0,0,0
"90168680.100a",2003,0,0,0,0,0,0
"90168681.100a",2003,0,0,0,0,0,0
"90168681.100b",2003,0,0,0,0,0,0
"90168683.100a",2003,0,0,0,0,0,0
"90168684.100a",2003,0,0,0,0,0,0
"90168686.100a",2003,0,0,0,0,0,0
"90168688.100a",2003,0,0,0,0,0,0
"90168694.101a",2003,0,0,0,0,0,0
"90168695.100a",2003,0,0,0,0,0,0
"90168697.100a",2003,0,0,0,0,0,0
"90168697.100b",2003,0,0,0,0,0,0
"90168706.100a",2003,0,0,0,0,0,0
"90168706.100b",2003,0,0,0,0,0,0
"90168706.101a",2003,0,0,0,0,0,0
"90168710.101a",2003,0,0,0,0,0,0
"90168715.100a",2003,0,0,0,0,0,0
"90168718.100a",2003,0,0,0,0,0,0
"90168718.100b",2003,0,0,0,0,0,0
"90168718.100c",2003,0,0,0,0,0,0
"90168720.100a",2003,0,0,0,0,0,0
"90168720.101a",2003,0,0,0,0,0,0
"90168720.101b",2003,0,0,0,0,0,0
"90168723.100a",2003,0,0,0,0,0,0
"90168729.100a",2003,0,0,0,0,0,0
"90168730.100a",2003,0,0,0,0,0,0
"90168730.100b",2003,0,0,0,0,0,0
"90168730.100c",2003,0,0,0,0,0,0
"90168737.100a",2003,0,0,0,0,0,0
"90168737.100c",2003,0,0,0,0,0,0
"90168738.100a",2003,0,0,0,0,0,0
"90168738.100b",2003,0,0,0,0,0,0
"90168745.100a",2003,0,0,0,0,0,0
"90168746.100a",2003,0,0,0,0,0,0
"90168746.100b",2003,0,0,0,0,0,0
"90168746.100c",2003,0,0,0,0,0,0
"90168749.100a",2003,0,0,0,0,0,0
"90168750.100a",2003,0,0,0,0,0,0
"90168767.100a",2003,0,0,0,0,0,0
"90168767.100b",2003,0,0,0,0,0,0
"90168768.100a",2003,0,0,0,0,0,0
"90168783.100a",2003,0,0,0,0,0,0
"90168788.100a",2003,0,0,0,0,0,0
"90168802.101a",2003,0,0,0,0,0,0
"90168802.101b",2003,0,0,0,0,0,0
"90168802.101c",2003,0,0,0,0,0,0
"90168802.101d",2003,0,0,0,0,0,0
"90168802.101e",2003,0,0,0,0,0,0
"90168808.100a",2003,0,0,0,0,0,0
"90168808.100b",2003,0,0,0,0,0,0
"90168808.100c",2003,0,0,0,0,0,0
"90168808.100d",2003,0,0,0,0,0,0
"90168823.100a",2003,0,0,0,0,0,0
"90168823.101a",2003,0,0,0,0,0,0
"90168823.101b",2003,0,0,0,0,0,0
"90168823.101d",2003,0,0,0,0,0,0
"90168823.101e",2003,0,0,0,0,0,0
"90168823.101f",2003,0,0,0,0,0,0
"90168824.100a",2003,0,0,0,0,0,0
"90168845.101a",2003,0,0,0,0,0,0
"90168845.101b",2003,0,0,0,0,0,0
"90168848.100a",2003,0,0,0,0,0,0
"90168856.100a",2003,0,0,0,0,0,0
"90168864.101b",2003,0,0,0,0,0,0
"90168866.100b",2003,0,0,0,0,0,0
"90168867.100a",2003,0,0,0,0,0,0
"90168867.100b",2003,0,0,0,0,0,0
"90168867.100c",2003,0,0,0,0,0,0
"90168867.100d",2003,0,0,0,0,0,0
"90168874.100a",2003,0,0,0,0,0,0
"90168874.100b",2003,0,0,0,0,0,0
"90168874.101a",2003,0,0,0,0,0,0
"90168874.101b",2003,0,0,0,0,0,0
"90168874.101c",2003,0,0,0,0,0,0
"90168875.102a",2003,0,0,0,0,0,0
"90168877.100a",2003,0,0,0,0,0,0
"90168907.100a",2003,0,0,0,0,0,0
"90168907.100b",2003,0,0,0,0,0,0
"90168907.100c",2003,0,0,0,0,0,0
"90168908.100a",2003,0,0,0,0,0,0
"90168908.100b",2003,0,0,0,0,0,0
"90168914.100a",2003,0,0,0,0,0,0
"90168914.100b",2003,0,0,0,0,0,0
"90168919.100a",2003,0,0,0,0,0,0
"90168919.100b",2003,0,0,0,0,0,0
"90168920.100a",2003,0,0,0,0,0,0
"90168920.100b",2003,0,0,0,0,0,0
"90168924.100a",2003,0,0,0,0,0,0
"90168924.100b",2003,0,0,0,0,0,0
"90168927.100a",2003,0,0,0,0,0,0
"90168927.101a",2003,0,0,0,0,0,0
"90168927.101b",2003,0,0,0,0,0,0
"90168928.101b",2003,0,0,0,0,0,0
"90168928.101c",2003,0,0,0,0,0,0
"90168934.100a",2003,0,0,0,0,0,0
"90168934.100b",2003,0,0,0,0,0,0
"90168934.100c",2003,0,0,0,0,0,0
"90168935.100a",2003,0,0,0,0,0,0
"90168939.100a",2003,0,0,0,0,0,0
"90168939.100b",2003,0,0,0,0,0,0
"90168939.100c",2003,0,0,0,0,0,0
"90168947.100a",2003,0,0,0,0,0,0
"90168947.100b",2003,0,0,0,0,0,0
"90168954.100a",2003,0,0,0,0,0,0
"90168956.100a",2003,0,0,0,0,0,0
"90168967.100a",2003,0,0,0,0,0,0
"90168967.100b",2003,0,0,0,0,0,0
"90168967.100d",2003,0,0,0,0,0,0
"90168967.100e",2003,0,0,0,0,0,0
"90168989.100a",2003,0,0,0,0,0,0
"90168989.100b",2003,0,0,0,0,0,0
"90168990.100a",2003,0,0,0,0,0,0
"90168990.100b",2003,0,0,0,0,0,0
"90169006.100a",2003,0,0,0,0,0,0
"90169017.100a",2003,0,0,0,0,0,0
"90169045.100a",2003,0,0,0,0,0,0
"90169045.100b",2003,0,0,0,0,0,0
"90169045.100c",2003,0,0,0,0,0,0
"90169053.100b",2003,0,0,0,0,0,0
"90169053.100c",2003,0,0,0,0,0,0
"90169055.100a",2003,0,0,0,0,0,0
"90169059.101a",2003,0,0,0,0,0,0
"90169059.102a",2003,0,0,0,0,0,0
"90169062.100a",2003,0,0,0,0,0,0
"90169069.100a",2003,0,0,0,0,0,0
"90169069.100b",2003,0,0,0,0,0,0
"90169069.100c",2003,0,0,0,0,0,0
"90169074.101a",2003,0,0,0,0,0,0
"90169074.101b",2003,0,0,0,0,0,0
"90169082.100a",2003,0,0,0,0,0,0
"90169082.100b",2003,0,0,0,0,0,0
"90169083.100a",2003,0,0,0,0,0,0
"90169083.100b",2003,0,0,0,0,0,0
"90169088.100a",2003,0,0,0,0,0,0
"90169089.100a",2003,0,0,0,0,0,0
"90169089.101a",2003,0,0,0,0,0,0
"90169090.100a",2003,0,0,0,0,0,0
"90169093.100a",2003,0,0,0,0,0,0
"90169098.100a",2003,0,0,0,0,0,0
"90169106.100a",2003,0,0,0,0,0,0
"90169126.101a",2003,0,0,0,0,0,0
"90169164.100a",2003,0,0,0,0,0,0
"90169164.100b",2003,0,0,0,0,0,0
"90169164.101a",2003,0,0,0,0,0,0
"90169185.100a",2003,0,0,0,0,0,0
"90169185.100b",2003,0,0,0,0,0,0
"90169185.100c",2003,0,0,0,0,0,0
"90169206.100a",2003,0,0,0,0,0,0
"90169206.100b",2003,0,0,0,0,0,0
"90169206.100c",2003,0,0,0,0,0,0
"90169208.100a",2003,0,0,0,0,0,0
"90169209.100a",2003,0,0,0,0,0,0
"90169209.100b",2003,0,0,0,0,0,0
"90169209.100c",2003,0,0,0,0,0,0
"90169213.100a",2003,0,0,0,0,0,0
"90169220.100a",2003,0,0,0,0,0,0
"90169220.101a",2003,0,0,0,0,0,0
"90169228.100a",2003,0,0,0,0,0,0
"90169242.100a",2003,0,0,0,0,0,0
"90169242.101a",2003,0,0,0,0,0,0
"90169242.101b",2003,0,0,0,0,0,0
"90169242.101c",2003,0,0,0,0,0,0
"90169249.100a",2003,0,0,0,0,0,0
"90169254.100a",2003,0,0,0,0,0,0
"90169254.100b",2003,0,0,0,0,0,0
"90169255.100a",2003,0,0,0,0,0,0
"90169255.100b",2003,0,0,0,0,0,0
"90169258.100b",2003,0,0,0,0,0,0
"90169259.100a",2003,0,0,0,0,0,0
"90169259.100b",2003,0,0,0,0,0,0
"90169753.101a",2003,0,0,0,0,0,0
"90169756.100a",2003,0,0,0,0,0,0
"90169756.100b",2003,0,0,0,0,0,0
"90169764.100a",2003,0,0,0,0,0,0
"90169773.100b",2003,0,0,0,0,0,0
"90169777.100a",2003,0,0,0,0,0,0
"90169778.100a",2003,0,0,0,0,0,0
"90169778.100b",2003,0,0,0,0,0,0
"90169780.100a",2003,0,0,0,0,0,0
"90169780.100b",2003,0,0,0,0,0,0
"90169788.100a",2003,0,0,0,0,0,0
"90169788.101a",2003,0,0,0,0,0,0
"90169789.100a",2003,0,0,0,0,0,0
"90169790.100a",2003,0,0,0,0,0,0
"90169790.100b",2003,0,0,0,0,0,0
"90169796.100a",2003,0,0,0,0,0,0
"90169796.100b",2003,0,0,0,0,0,0
"90169796.101a",2003,0,0,0,0,0,0
"90169798.100a",2003,0,0,0,0,0,0
"90169798.100b",2003,0,0,0,0,0,0
"90169813.100a",2003,0,0,0,0,0,0
"90169828.100a",2003,0,0,0,0,0,0
"90169831.101a",2003,0,0,0,0,0,0
"90169831.101b",2003,0,0,0,0,0,0
"90169831.101c",2003,0,0,0,0,0,0
"90169831.102a",2003,0,0,0,0,0,0
"90169832.100a",2003,0,0,0,0,0,0
"90169832.100b",2003,0,0,0,0,0,0
"90169833.100b",2003,0,0,0,0,0,0
"90169840.100a",2003,0,0,0,0,0,0
"90169840.100b",2003,0,0,0,0,0,0
"90169881.101a",2003,0,0,0,0,0,0
"90169881.101b",2003,0,0,0,0,0,0
"90169881.101c",2003,0,0,0,0,0,0
"90169886.100a",2003,0,0,0,0,0,0
"90169887.101a",2003,0,0,0,0,0,0
"90169887.101b",2003,0,0,0,0,0,0
"90169887.101c",2003,0,0,0,0,0,0
"90169887.101d",2003,0,0,0,0,0,0
"90169892.100a",2003,0,0,0,0,0,0
"90169892.100b",2003,0,0,0,0,0,0
"90169894.100a",2003,0,0,0,0,0,0
"90169896.100a",2003,0,0,0,0,0,0
"90169899.100a",2003,0,0,0,0,0,0
"90169904.100a",2003,0,0,0,0,0,0
"90169904.100b",2003,0,0,0,0,0,0
"90169904.101a",2003,0,0,0,0,0,0
"90169904.101b",2003,0,0,0,0,0,0
"90169908.100a",2003,0,0,0,0,0,0
"90169908.100b",2003,0,0,0,0,0,0
"90169915.100a",2003,0,0,0,0,0,0
"90169915.100c",2003,0,0,0,0,0,0
"90169919.100a",2003,0,0,0,0,0,0
"90169919.100b",2003,0,0,0,0,0,0
"90169929.100a",2003,0,0,0,0,0,0
"90169939.100b",2003,0,0,0,0,0,0
"90169939.100d",2003,0,0,0,0,0,0
"90169945.100a",2003,0,0,0,0,0,0
"90169966.100a",2003,0,0,0,0,0,0
"90169966.100b",2003,0,0,0,0,0,0
"90169968.100a",2003,0,0,0,0,0,0
"90169976.100a",2003,0,0,0,0,0,0
"90169978.100a",2003,0,0,0,0,0,0
"90169978.100b",2003,0,0,0,0,0,0
"90169980.101a",2003,0,0,0,0,0,0
"90169980.102a",2003,0,0,0,0,0,0
"90169980.102b",2003,0,0,0,0,0,0
"90169986.100a",2003,0,0,0,0,0,0
"90169986.100b",2003,0,0,0,0,0,0
"90169986.100c",2003,0,0,0,0,0,0
"90169999.101a",2003,0,0,0,0,0,0
"90169999.101b",2003,0,0,0,0,0,0
"90170012.100a",2003,0,0,0,0,0,0
"90170013.102a",2003,0,0,0,0,0,0
"90170013.103a",2003,0,0,0,0,0,0
"90170025.100a",2003,0,0,0,0,0,0
"90170025.100b",2003,0,0,0,0,0,0
"90170025.100c",2003,0,0,0,0,0,0
"90170030.100a",2003,0,0,0,0,0,0
"90170031.100a",2003,0,0,0,0,0,0
"90170041.100a",2003,0,0,0,0,0,0
"90170041.101a",2003,0,0,0,0,0,0
"90170041.101c",2003,0,0,0,0,0,0
"90170054.100a",2003,0,0,0,0,0,0
"90170054.100b",2003,0,0,0,0,0,0
"90170054.100c",2003,0,0,0,0,0,0
"90170055.100a",2003,0,0,0,0,0,0
"90170058.100a",2003,0,0,0,0,0,0
"90170059.100a",2003,0,0,0,0,0,0
"90170060.100a",2003,0,0,0,0,0,0
"90170060.100b",2003,0,0,0,0,0,0
"90170074.102a",2003,0,0,0,0,0,0
"90170087.100a",2003,0,0,0,0,0,0
"90170087.100b",2003,0,0,0,0,0,0
"90170087.100c",2003,0,0,0,0,0,0
"90170089.101b",2003,0,0,0,0,0,0
"90170091.100a",2003,0,0,0,0,0,0
"90170092.100a",2003,0,0,0,0,0,0
"90170092.100b",2003,0,0,0,0,0,0
"90170092.100c",2003,0,0,0,0,0,0
"90170092.102a",2003,0,0,0,0,0,0
"90170111.100a",2003,0,0,0,0,0,0
"90170111.100b",2003,0,0,0,0,0,0
"90170111.100c",2003,0,0,0,0,0,0
"90170127.101a",2003,0,0,0,0,0,0
"90170144.100a",2003,0,0,0,0,0,0
"90170148.100a",2003,0,0,0,0,0,0
"90170148.100b",2003,0,0,0,0,0,0
"90170149.100a",2003,0,0,0,0,0,0
"90170154.100a",2003,0,0,0,0,0,0
"90170154.100b",2003,0,0,0,0,0,0
"90170154.100c",2003,0,0,0,0,0,0
"90170177.100a",2003,0,0,0,0,0,0
"90170177.100b",2003,0,0,0,0,0,0
"90170177.100c",2003,0,0,0,0,0,0
"90170189.100a",2003,0,0,0,0,0,0
"90170189.101a",2003,0,0,0,0,0,0
"90170190.100a",2003,0,0,0,0,0,0
