"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90171958.100a",2003-06-15,198,"200756","Windscreen"
"1000733.10a",2003-06-16,266,"202367","Windscreen"
"186.102a",2003-06-16,1701,"200615","Damage"
"40200078.101b",2003-06-16,1019,"200384","TPL"
"80200741.101c",2003-06-16,911,"200488","TPL"
"90115230.102b",2003-06-16,202,"201276","Windscreen"
"90126662.101b",2003-06-16,2328,"200753","Fire"
"90131746.104a",2003-06-16,459,"200304","Windscreen"
"90134051.101a",2003-06-16,489,"200658","TPL"
"90134721.100a",2003-06-16,245,"200767","Windscreen"
"90146779.100a",2003-06-16,0,"209615","TPL"
"90148239.100a",2003-06-16,508,"200797","TPL"
"90151296.100b",2003-06-16,476,"200459","TPL"
"90151970.100a",2003-06-16,422,"200654","Windscreen"
"90159049.100b",2003-06-16,4139,"200800","Damage"
"90172399.100a",2003-06-16,2060,"200440","Theft"
"90182369.100a",2003-06-16,534,"200473","TPL"
"90190300.100a",2003-06-16,73,"201348","Windscreen"
"10200425.101b",2003-06-17,897,"200783","TPL"
"17.102a",2003-06-17,367,"201556","Windscreen"
"90107378.101a",2003-06-17,4175,"200780","TPL"
"90124873.103a",2003-06-17,1401,"200566","TPL"
"90132770.100a",2003-06-17,170,"200526","Windscreen"
"90133393.101a",2003-06-17,183,"200568","Windscreen"
"90134518.100a",2003-06-17,366,"200751","Windscreen"
"90134843.101c",2003-06-17,462,"200537","TPL"
"90146064.100a",2003-06-17,4807,"200766","TPL"
"90153418.100b",2003-06-17,1336,"200671","TPL"
"90157773.101b",2003-06-17,122,"200599","Windscreen"
"90166350.100a",2003-06-17,1967,"200588","TPL"
"90187214.100a",2003-06-17,120,"201343","Windscreen"
"50100016.10a",2003-06-18,199,"200811","Windscreen"
"90103749.10a",2003-06-18,897,"200494","TPL"
"90126375.101c",2003-06-18,11610,"201083","Theft"
"90127898.100b",2003-06-18,214,"206838","Windscreen"
"90128961.101a",2003-06-18,315,"201162","Theft"
"90146349.101b",2003-06-18,247,"200789","Windscreen"
"90153248.100d",2003-06-18,136,"200971","Windscreen"
"90160598.100c",2003-06-18,335,"200769","Windscreen"
"90166371.100a",2003-06-18,897,"200575","TPL"
"90167813.100a",2003-06-18,97,"200685","Windscreen"
"90169006.100c",2003-06-18,4021,"200542","TPL"
"90183254.100a",2003-06-18,427,"202280","Windscreen"
"90132284.100b",2003-06-19,897,"204722","TPL"
"90138160.100b",2003-06-19,21713,"200674","TPL"
"90144809.100a",2003-06-19,267,"200596","Windscreen"
"90146109.100a",2003-06-19,253,"200664","TPL"
"90163211.101a",2003-06-19,99,"200860","TPL"
"90172292.100a",2003-06-19,293,"200622","Windscreen"
"90179202.101a",2003-06-19,292,"200755","Windscreen"
"90191254.100a",2003-06-19,276,"202419","Windscreen"
"90104280.101a",2003-06-20,691,"200586","TPL"
"90119461.100a",2003-06-20,355,"200851","Windscreen"
"90138166.100b",2003-06-20,442,"200822","TPL"
"90148111.100a",2003-06-20,1779,"200936","TPL"
"90151851.100a",2003-06-20,4900,"200697","TPL"
"90155368.101a",2003-06-20,334,"201357","Windscreen"
"1004847.100a",2003-06-21,470,"201617","Windscreen"
"90126140.101b",2003-06-21,4,"200810","TPL"
"90146007.100a",2003-06-21,1054,"200595","Windscreen"
"90146501.100a",2003-06-21,897,"200626","TPL"
"90148438.100b",2003-06-21,377,"201137","Windscreen"
"90149915.100c",2003-06-21,262,"200921","Windscreen"
"90157514.100a",2003-06-21,86,"200850","Windscreen"
"90161077.100a",2003-06-21,102,"200689","Windscreen"
"90166009.100a",2003-06-21,0,"200722","Damage"
"90190145.100a",2003-06-21,4918,"200679","Damage"
"90104586.102a",2003-06-22,9807,"201559","TPL"
"90109479.102a",2003-06-22,277,"200736","Windscreen"
"90111200.101a",2003-06-22,266,"201223","Windscreen"
"90114434.102a",2003-06-22,228,"200843","TPL"
"90139016.100b",2003-06-22,317,"201043","Windscreen"
"90139493.100b",2003-06-22,0,"201128","TPL"
"90146621.100a",2003-06-22,389,"201033","Windscreen"
"90148924.100b",2003-06-22,148,"200808","Windscreen"
"90149616.100a",2003-06-22,1652,"200729","TPL"
"90151263.100b",2003-06-22,211,"200593","Windscreen"
"90158065.100a",2003-06-22,263,"201952","Windscreen"
"90108088.100a",2003-06-23,6851,"200791","Damage"
"90113946.101a",2003-06-23,0,"200807","TPL"
"90121353.101b",2003-06-23,481,"200867","Windscreen"
"90127873.101a",2003-06-23,2386,"200963","TPL"
"90133109.100a",2003-06-23,1311,"200723","TPL"
"90151664.101a",2003-06-23,0,"200686","TPL"
"90162725.101d",2003-06-23,45,"201005","Windscreen"
"1003291.100b",2003-06-24,20620,"200871","TPL"
"90118472.101b",2003-06-24,196,"200887","TPL"
"90132258.100b",2003-06-24,916,"200601","TPL"
"90134075.100b",2003-06-24,153,"200976","TPL"
"90144726.101a",2003-06-24,456,"200949","Windscreen"
"90145482.100a",2003-06-24,0,"200782","Damage"
"90149793.100a",2003-06-24,265,"203471","Windscreen"
"90149870.100a",2003-06-24,150,"200772","Windscreen"
"90154080.100a",2003-06-24,572,"201826","Windscreen"
"90161393.100a",2003-06-24,897,"201415","TPL"
"90163196.100a",2003-06-24,299,"201097","Windscreen"
"90189478.100a",2003-06-24,3371,"200868","Damage"
"90190949.100b",2003-06-24,420,"201273","Windscreen"
"1009103.100a",2003-06-25,280,"200717","Damage"
"212.100a",2003-06-25,141,"200711","Theft"
"90132456.100b",2003-06-25,74,"200825","TPL"
"90145334.101a",2003-06-25,570,"200984","Damage"
"90176405.100a",2003-06-25,275,"201250","Windscreen"
"1005058.100a",2003-06-26,117,"201024","Windscreen"
"90105456.101a",2003-06-26,83,"201947","Windscreen"
"90128589.100b",2003-06-26,351,"206591","TPL"
"90132146.100c",2003-06-26,225,"201929","Windscreen"
"90133993.100a",2003-06-26,81,"201371","Windscreen"
"90144538.101a",2003-06-26,178,"201676","Windscreen"
"90149813.102d",2003-06-26,81,"201341","Damage"
"90152297.100b",2003-06-26,193,"200925","TPL"
"90170849.100b",2003-06-26,246,"201118","Windscreen"
"90180465.100a",2003-06-26,653,"201197","Theft"
"90180851.100a",2003-06-26,766,"200994","Damage"
"90188334.100b",2003-06-26,371,"201058","Windscreen"
"90124966.101b",2003-06-27,443,"201063","TPL"
"90144793.100a",2003-06-27,318,"201161","TPL"
"90156481.100a",2003-06-27,1493,"201173","Theft"
"90184248.100a",2003-06-27,897,"200820","TPL"
"70202920.10a",2003-06-28,499,"201039","Windscreen"
"90111635.100a",2003-06-28,316,"201344","Windscreen"
"90124780.100a",2003-06-28,97,"201244","Windscreen"
"90132912.100c",2003-06-28,1927,"201132","Theft"
"90141120.100b",2003-06-28,195,"201143","Windscreen"
"90170745.100a",2003-06-28,312,"201257","Windscreen"
"90170773.100a",2003-06-28,214,"201140","Windscreen"
"90172082.100a",2003-06-28,4175,"200918","Theft"
"90185498.100a",2003-06-28,0,"200903","TPL"
"90117154.100a",2003-06-29,504,"201532","Windscreen"
"90126030.101a",2003-06-29,75,"201255","Windscreen"
"90128154.101a",2003-06-29,73,"201155","Windscreen"
"90128354.101a",2003-06-29,897,"201171","TPL"
"90128799.100a",2003-06-29,2970,"201062","TPL"
"90133906.100a",2003-06-29,296,"201850","Windscreen"
"90146485.100a",2003-06-29,1640,"201037","Theft"
"90147758.101b",2003-06-29,1612,"200945","Damage"
"90162751.100a",2003-06-29,96,"201127","Windscreen"
"90164647.100a",2003-06-29,897,"201286","TPL"
"90176800.100a",2003-06-29,2807,"201021","TPL"
"90194448.100b",2003-06-29,630,"201069","TPL"
"90104653.101a",2003-06-30,342,"201547","Windscreen"
"90132227.100a",2003-06-30,114,"201022","Windscreen"
"90132560.100a",2003-06-30,230,"202546","Windscreen"
"90133672.100a",2003-06-30,22,"201131","Other"
"90160281.100c",2003-06-30,4401,"201064","Damage"
"90168988.100a",2003-06-30,695,"201075","Theft"
"90177911.100a",2003-06-30,264,"201522","Windscreen"
"90180676.100c",2003-06-30,377,"201363","Windscreen"
"1002085.100a",2003-07-01,381,"201084","TPL"
"90104660.101a",2003-07-01,173,"201150","TPL"
"90107991.101a",2003-07-01,792,"201009","Theft"
"90126672.100a",2003-07-01,134,"201461","Windscreen"
"90146685.101a",2003-07-01,3075,"201113","TPL"
"90152945.103a",2003-07-01,126,"201094","TPL"
"90172630.100a",2003-07-01,278,"201584","Windscreen"
"90185970.100a",2003-07-01,423,"201225","TPL"
"90190540.100a",2003-07-01,897,"201148","TPL"
"90107374.101a",2003-07-02,450,"201292","TPL"
"90108533.100a",2003-07-02,243,"201695","Windscreen"
"90111311.101a",2003-07-02,1928,"201210","Damage"
"90132820.100a",2003-07-02,337,"201074","TPL"
"90132979.100a",2003-07-02,523,"201110","TPL"
"90135304.100b",2003-07-02,5295,"201104","TPL"
"90140139.100a",2003-07-02,75,"201236","TPL"
"90140556.101a",2003-07-02,280,"201232","Windscreen"
"90146716.100a",2003-07-02,247,"201526","Windscreen"
"90148360.100a",2003-07-02,74,"201377","TPL"
"90150399.100a",2003-07-02,160,"201902","TPL"
"90152552.100a",2003-07-02,897,"201666","TPL"
"90159830.100a",2003-07-02,133,"205113","Windscreen"
"90164610.100a",2003-07-02,96,"201256","Windscreen"
"90185793.100a",2003-07-02,2029,"201218","TPL"
"90187257.100a",2003-07-02,897,"204720","TPL"
"90193075.100a",2003-07-02,226,"201647","Windscreen"
"10100145.100b",2003-07-03,142,"201046","TPL"
"90119192.101a",2003-07-03,96,"201217","TPL"
"90144607.100a",2003-07-03,323,"201825","Windscreen"
"90186758.100b",2003-07-03,213,"201945","Windscreen"
"1003124.101a",2003-07-04,897,"201270","TPL"
"90133484.100a",2003-07-04,5031,"201220","Damage"
"90146186.100a",2003-07-04,897,"201528","TPL"
"90148612.100a",2003-07-04,245,"201207","TPL"
"90153212.100a",2003-07-04,66,"201212","TPL"
"90180851.100b",2003-07-04,2634,"201151","TPL"
"1009629.100a",2003-07-05,1843,"201053","TPL"
"90103478.100a",2003-07-05,150,"201287","Windscreen"
"90110685.106a",2003-07-05,109,"201731","Theft"
"90131012.100a",2003-07-05,1153,"201346","Damage"
"90133875.100a",2003-07-05,70,"201620","Windscreen"
"90147973.100a",2003-07-05,1830,"201170","Theft"
"90149189.100a",2003-07-05,319,"201464","Damage"
"90153590.100b",2003-07-05,71,"201166","TPL"
"90154181.100b",2003-07-05,7379,"201304","TPL"
"90157303.100a",2003-07-05,161,"207006","TPL"
"90157502.100a",2003-07-05,988,"201679","TPL"
"90172082.100a",2003-07-05,0,"201857","Theft"
"90173863.101a",2003-07-05,2408,"201091","TPL"
"90174119.100a",2003-07-05,365,"201314","TPL"
"90183909.100a",2003-07-05,255,"201725","TPL"
"60200214.10b",2003-07-06,919,"201204","Theft"
"90104301.101a",2003-07-06,897,"201149","TPL"
"90127255.101b",2003-07-06,431,"201460","Windscreen"
"90132621.100a",2003-07-06,426,"201245","Windscreen"
"90133764.100b",2003-07-06,495,"201477","Windscreen"
"90147668.100a",2003-07-06,201,"201422","Windscreen"
"90167836.100a",2003-07-06,1982,"201467","TPL"
"90167981.100a",2003-07-06,7530,"201203","Theft"
"90172082.102a",2003-07-06,320,"201298","TPL"
"90174083.100c",2003-07-06,233,"202136","Fire"
"90191207.100a",2003-07-06,2619,"201121","Damage"
"80200127.101a",2003-07-07,471,"201216","Damage"
"90104327.101a",2003-07-07,278,"201152","Damage"
"90108677.101a",2003-07-07,1822,"201306","TPL"
"90132160.100a",2003-07-07,91,"201940","TPL"
"90148361.101a",2003-07-07,216,"201552","Windscreen"
"90151507.100a",2003-07-07,872,"201905","TPL"
"90152050.100a",2003-07-07,83,"201400","TPL"
"90152300.100d",2003-07-07,155,"201514","Windscreen"
"90152956.101b",2003-07-07,88,"203234","Damage"
"90153184.102a",2003-07-07,594,"201353","TPL"
"90154839.100b",2003-07-07,263,"202224","Windscreen"
"90157745.100a",2003-07-07,58,"201805","Windscreen"
"90160069.100a",2003-07-07,0,"202437","TPL"
"90166850.100b",2003-07-07,217,"201299","Windscreen"
"90167873.100a",2003-07-07,1355,"201240","Damage"
"90168336.100b",2003-07-07,1190,"201202","TPL"
"90179152.100a",2003-07-07,223,"202631","Windscreen"
"90190013.102a",2003-07-07,1863,"201296","TPL"
"90190947.100a",2003-07-07,45,"201863","Windscreen"
"90191851.100a",2003-07-07,68,"201191","TPL"
"20100157.101a",2003-07-08,1464,"201369","TPL"
"90111560.101b",2003-07-08,387,"201360","Windscreen"
"90132096.100b",2003-07-08,897,"201521","TPL"
"90145510.100a",2003-07-08,263,"202096","Windscreen"
"90145661.100a",2003-07-08,2512,"203491","TPL"
"90151685.100a",2003-07-08,1148,"201570","Theft"
"90152591.100a",2003-07-08,4700,"201437","Damage"
"90126988.100a",2003-07-09,296,"201828","Windscreen"
"90145416.100a",2003-07-09,897,"201663","TPL"
"90145467.100a",2003-07-09,473,"201665","TPL"
"90147919.100a",2003-07-09,733,"201379","TPL"
"90148572.102a",2003-07-09,85,"201830","Windscreen"
"90152578.100a",2003-07-09,897,"202122","TPL"
"90154096.100a",2003-07-09,495,"201392","TPL"
"90158833.100b",2003-07-09,71,"201435","TPL"
"90168249.100a",2003-07-09,588,"202300","Windscreen"
"90176012.100a",2003-07-09,257,"201926","Windscreen"
"90180537.100b",2003-07-09,897,"201627","TPL"
"1005075.100b",2003-07-10,283,"201503","Windscreen"
"70200016.10a",2003-07-10,719,"201480","TPL"
"90102534.101a",2003-07-10,928,"201398","TPL"
"90128702.100a",2003-07-10,3453,"202265","TPL"
"90128709.101b",2003-07-10,66,"201393","TPL"
"90145355.101c",2003-07-10,69,"201484","TPL"
"90154080.101a",2003-07-10,43,"201773","TPL"
"90154181.100b",2003-07-10,417,"201553","Windscreen"
"20100218.10a",2003-07-11,916,"201485","TPL"
"90108066.101a",2003-07-11,85,"201355","Damage"
"90110650.101c",2003-07-11,1593,"201453","TPL"
"90127356.101b",2003-07-11,16699,"201450","Damage"
"90132880.100b",2003-07-11,682,"201397","Theft"
"90167909.100a",2003-07-11,636,"201496","TPL"
"90176259.100a",2003-07-11,2326,"201674","TPL"
"90178790.100c",2003-07-11,897,"201670","TPL"
"90110913.101a",2003-07-12,208,"202776","Windscreen"
"90115983.101b",2003-07-12,126,"201831","Windscreen"
"90119189.101b",2003-07-12,582,"201483","Windscreen"
"90126040.100b",2003-07-12,562,"202039","TPL"
"90127882.100a",2003-07-12,561,"201406","Windscreen"
"90133752.101a",2003-07-12,407,"201442","TPL"
"90144409.100a",2003-07-12,897,"201577","TPL"
"90144622.100a",2003-07-12,40,"201643","Windscreen"
"90151941.100a",2003-07-12,128,"201611","Windscreen"
"90154547.100b",2003-07-12,94,"201969","Windscreen"
"90178863.101a",2003-07-12,3973,"201578","Damage"
"90179560.101a",2003-07-12,3534,"201555","TPL"
"90185193.100a",2003-07-12,290,"202598","Windscreen"
"90189434.100a",2003-07-12,2328,"201752","Damage"
"90104008.101a",2003-07-13,263,"201630","TPL"
"90106298.10b",2003-07-13,90,"201879","Windscreen"
"90116364.101a",2003-07-13,238,"201462","Windscreen"
"90132099.102a",2003-07-13,548,"201540","TPL"
"90144693.100a",2003-07-13,616,"201722","TPL"
"90146101.100c",2003-07-13,5009,"201626","TPL"
"90146256.100a",2003-07-13,461,"201571","TPL"
"90147516.100a",2003-07-13,2858,"201596","TPL"
"90148904.100b",2003-07-13,278,"202061","Windscreen"
"90148944.100a",2003-07-13,111,"202356","Windscreen"
"90149029.100a",2003-07-13,2534,"201429","TPL"
"90155150.100b",2003-07-13,107,"201554","Windscreen"
"90165964.100a",2003-07-13,895,"201586","TPL"
"90168081.100a",2003-07-13,1282,"201543","TPL"
"90181146.100a",2003-07-13,61,"201723","Windscreen"
"90187391.100a",2003-07-13,450,"201992","Windscreen"
"90193286.100a",2003-07-13,305,"201507","Windscreen"
"90146339.100a",2003-07-14,314,"202152","Windscreen"
"90147330.100a",2003-07-14,218,"201509","Windscreen"
"90149741.100b",2003-07-14,249,"202050","Windscreen"
"90155228.103a",2003-07-14,255,"202053","Windscreen"
"90159507.100a",2003-07-14,218,"201848","Windscreen"
"90169026.100a",2003-07-14,1557,"201843","TPL"
"90180683.100b",2003-07-14,651,"201566","TPL"
"90194797.101a",2003-07-14,225,"201779","TPL"
"90100757.10a",2003-07-15,1263,"201565","Damage"
"90103478.100a",2003-07-15,83,"203465","Windscreen"
"90104215.102a",2003-07-15,58,"201724","TPL"
"90108644.100b",2003-07-15,190,"201967","Windscreen"
"90111318.102a",2003-07-15,28,"202060","Windscreen"
"90113382.102a",2003-07-15,897,"201539","TPL"
"90141597.100a",2003-07-15,160,"202119","Windscreen"
"90146580.100a",2003-07-15,446,"201853","TPL"
"90146974.100b",2003-07-15,1712,"201735","TPL"
"90150389.101a",2003-07-15,898,"201794","Theft"
"90151517.100b",2003-07-15,635,"201634","TPL"
"90152336.100a",2003-07-15,218,"203137","Windscreen"
"90155824.100b",2003-07-15,58,"201610","TPL"
"90183943.101b",2003-07-15,1244,"201519","Damage"
"90191209.100a",2003-07-15,2155,"201685","TPL"
"90193170.100a",2003-07-15,2085,"201637","Damage"
"1002876.100a",2003-07-16,897,"207568","TPL"
"70206219.101a",2003-07-16,132,"202758","Windscreen"
"90104462.102b",2003-07-16,22,"202277","TPL"
"90108011.101c",2003-07-16,1226,"201738","TPL"
"90111636.101a",2003-07-16,58,"201580","TPL"
"90117168.101a",2003-07-16,100,"202055","Windscreen"
"90117751.100a",2003-07-16,76,"201715","Other"
"90124561.101b",2003-07-16,279,"203072","Windscreen"
"90127255.101c",2003-07-16,937,"201538","TPL"
"90141488.100a",2003-07-16,164,"203866","Windscreen"
"90147734.100a",2003-07-16,3436,"201822","TPL"
"90147952.100a",2003-07-16,0,"204593","TPL"
"90147981.100a",2003-07-16,336,"201739","Windscreen"
"90151786.101a",2003-07-16,897,"201646","TPL"
"90153795.100a",2003-07-16,0,"203177","TPL"
"90158600.100d",2003-07-16,1492,"201650","TPL"
"90159947.101b",2003-07-16,701,"204809","TPL"
"90170394.100a",2003-07-16,594,"202250","TPL"
"90178134.100a",2003-07-16,99,"201708","TPL"
"90186170.100a",2003-07-16,1611,"205672","TPL"
"90186827.100a",2003-07-16,45,"202638","Windscreen"
"90194021.100a",2003-07-16,427,"201906","TPL"
"90194044.100a",2003-07-16,555,"201821","Windscreen"
"20100009.100a",2003-07-17,378,"201757","TPL"
"90109497.101a",2003-07-17,816,"201743","Theft"
"90111568.100a",2003-07-17,608,"201974","Windscreen"
"90124889.101a",2003-07-17,235,"201758","TPL"
"90132116.100b",2003-07-17,268,"202058","Windscreen"
"90146821.100a",2003-07-17,897,"201865","TPL"
"90148783.100a",2003-07-17,755,"201870","Damage"
"90150359.100a",2003-07-17,419,"204688","Damage"
"90152249.100a",2003-07-17,264,"202095","Windscreen"
"90155371.100b",2003-07-17,1529,"201889","TPL"
"90164518.100b",2003-07-17,87,"202799","Windscreen"
"90167237.100b",2003-07-17,24,"202076","TPL"
"90178995.100b",2003-07-17,921,"201785","TPL"
"90180913.100b",2003-07-17,226,"202231","Windscreen"
"80200740.102b",2003-07-18,6204,"201660","TPL"
"90103228.10a",2003-07-18,897,"202539","TPL"
"90112158.100a",2003-07-18,159,"201836","Theft"
"90116664.102c",2003-07-18,5949,"201688","Damage"
"90127789.101b",2003-07-18,644,"201771","TPL"
"90138478.100a",2003-07-18,90,"201987","Other"
"90145789.100a",2003-07-18,2081,"201781","TPL"
"90182364.100a",2003-07-18,126,"208690","TPL"
"90185111.101a",2003-07-18,984,"201713","Damage"
"80100177.101a",2003-07-19,344,"203670","Windscreen"
"90106427.101a",2003-07-19,97,"202812","Windscreen"
"90115861.101a",2003-07-19,282,"202813","Windscreen"
"90131359.100a",2003-07-19,502,"201759","TPL"
"90132730.100a",2003-07-19,159,"202052","Windscreen"
"90139536.100a",2003-07-19,6229,"201704","TPL"
"90149517.101b",2003-07-19,83,"202089","Windscreen"
"90154269.100b",2003-07-19,255,"202750","Windscreen"
"90156900.100a",2003-07-19,280,"201933","Windscreen"
"90158529.100a",2003-07-19,120,"201882","Windscreen"
"90179986.100b",2003-07-19,155,"201943","TPL"
"90187322.101a",2003-07-19,62,"201960","Windscreen"
"90187852.100a",2003-07-19,346,"202103","Windscreen"
"90190490.100a",2003-07-19,396,"202179","TPL"
"1007397.102a",2003-07-20,265,"201682","TPL"
"90109517.101a",2003-07-20,156,"201791","TPL"
"90113342.101b",2003-07-20,289,"202822","Windscreen"
"90124686.101b",2003-07-20,4240,"201837","TPL"
"90124798.101a",2003-07-20,69,"202040","Damage"
"90134081.100a",2003-07-20,2463,"201927","TPL"
"90134397.100c",2003-07-20,180,"202753","Windscreen"
"90138485.100a",2003-07-20,1184,"201975","Theft"
"90156620.102a",2003-07-20,355,"201804","Damage"
"90159774.100a",2003-07-20,1579,"201841","TPL"
"90159774.100b",2003-07-20,1850,"202693","TPL"
"90167933.100c",2003-07-20,66,"201978","Damage"
"90169939.100b",2003-07-20,80,"202351","Damage"
"90177866.100a",2003-07-20,145,"201824","Windscreen"
"90180064.100b",2003-07-20,242,"202322","Windscreen"
"90190097.100b",2003-07-20,897,"207532","TPL"
"1002160.100b",2003-07-21,1425,"201815","Damage"
"90110456.101a",2003-07-21,1268,"202023","Damage"
"90111161.101a",2003-07-21,897,"202230","TPL"
"90126700.100b",2003-07-21,168,"201917","TPL"
"90132130.100c",2003-07-21,116,"202765","Windscreen"
"90148239.100a",2003-07-21,113,"202523","Windscreen"
"90149288.100b",2003-07-21,56,"201925","TPL"
"90151874.100a",2003-07-21,66,"203017","Windscreen"
"90157897.100a",2003-07-21,248,"201784","TPL"
"90161643.100a",2003-07-21,804,"201765","Theft"
"90165952.100a",2003-07-21,569,"203969","TPL"
"90167434.100a",2003-07-21,610,"202106","TPL"
"90167903.101a",2003-07-21,897,"202379","TPL"
"90172048.100a",2003-07-21,77,"203143","Windscreen"
"90176478.100a",2003-07-21,668,"202079","Damage"
"90182178.100a",2003-07-21,581,"201748","Theft"
